user_id,signup_date,days_since_signup,acquisition_channel,country,device_primary,used_save_for_later,product_views,sessions,ever_purchased
12828,2024-04-19,742,paid_search,UK,android,1,46,35,1
12829,2024-04-19,742,paid_search,US,web,1,43,37,1
12830,2024-04-19,742,social,US,android,1,62,50,0
12831,2024-04-19,742,organic,US,android,1,59,52,1
12832,2024-04-19,742,paid_search,US,android,1,48,37,1
12833,2024-04-19,742,referral,US,web,1,69,49,1
12834,2024-04-19,742,organic,US,android,1,46,45,1
12835,2024-04-19,742,paid_search,US,web,1,43,40,1
12836,2024-04-19,742,organic,UK,web,1,38,28,0
12837,2024-04-19,742,email,US,ios,0,45,43,1
12838,2024-04-19,742,referral,US,android,1,58,41,1
12839,2024-04-19,742,social,DE,android,1,45,36,1
12840,2024-04-19,742,organic,US,web,1,46,35,1
12841,2024-04-19,742,paid_search,US,web,1,47,36,1
12842,2024-04-19,742,organic,CA,ios,1,32,34,1
12843,2024-04-19,742,email,AU,ios,1,50,43,1
12844,2024-04-19,742,email,DE,ios,1,66,48,0
12845,2024-04-19,742,social,UK,ios,1,38,34,1
12846,2024-04-19,742,social,AU,ios,1,38,35,0
12847,2024-04-19,742,organic,US,web,1,52,38,1
12848,2024-04-19,742,organic,US,ios,1,41,40,1
12849,2024-04-19,742,referral,UK,ios,0,49,38,1
12850,2024-04-19,742,organic,CA,android,0,52,37,1
12851,2024-04-19,742,organic,other,ios,0,56,46,1
12852,2024-04-19,742,organic,US,web,1,43,41,0
12853,2024-04-19,742,paid_search,US,ios,1,61,45,1
12854,2024-04-19,742,organic,UK,ios,1,41,37,1
12855,2024-04-19,742,organic,US,ios,1,57,37,0
12856,2024-04-19,742,organic,US,ios,0,64,51,1
12857,2024-04-19,742,social,US,ios,1,38,35,1
12858,2024-04-19,742,email,US,android,0,35,34,0
12859,2024-04-19,742,organic,US,android,0,44,41,1
12860,2024-04-19,742,paid_search,US,android,1,56,42,1
12861,2024-04-19,742,paid_search,US,ios,0,48,42,1
12862,2024-04-19,742,paid_search,US,android,0,85,59,1
12863,2024-04-19,742,social,US,ios,1,54,45,0
12864,2024-04-19,742,social,US,ios,1,51,44,1
12865,2024-04-19,742,organic,US,web,1,55,44,0
12866,2024-04-19,742,email,CA,android,0,29,34,1
12867,2024-04-19,742,organic,US,ios,1,54,37,0
12868,2024-04-19,742,paid_search,US,web,1,54,34,0
12869,2024-04-19,742,organic,AU,android,1,53,48,1
12870,2024-04-19,742,social,US,android,1,52,45,1
12871,2024-04-19,742,paid_search,US,web,1,67,50,1
12872,2024-04-19,742,organic,US,ios,1,38,30,0
12873,2024-04-19,742,paid_search,CA,android,1,54,43,1
12874,2024-04-19,742,organic,US,ios,1,46,40,0
12875,2024-04-19,742,social,US,ios,1,38,32,1
12876,2024-04-19,742,social,US,android,1,55,33,1
12877,2024-04-19,742,paid_search,CA,android,1,71,48,1
12878,2024-04-19,742,referral,CA,web,1,68,39,1
12879,2024-04-19,742,organic,US,android,0,37,39,1
12880,2024-04-19,742,social,DE,web,0,37,37,1
12881,2024-04-19,742,social,US,ios,0,51,44,0
12882,2024-04-19,742,paid_search,US,web,1,38,35,0
12883,2024-04-19,742,referral,US,ios,1,53,43,1
12884,2024-04-19,742,organic,US,android,1,72,43,1
12885,2024-04-19,742,social,US,android,0,47,40,0
12886,2024-04-19,742,organic,US,ios,0,60,52,1
12887,2024-04-19,742,organic,US,ios,0,46,35,1
12888,2024-04-19,742,organic,UK,web,1,51,48,1
12889,2024-04-19,742,organic,US,web,1,48,38,1
12890,2024-04-19,742,paid_search,DE,web,1,47,37,0
12891,2024-04-19,742,social,US,android,1,41,36,1
12892,2024-04-19,742,organic,UK,web,1,37,35,1
12893,2024-04-19,742,organic,US,android,0,45,37,1
12894,2024-04-19,742,organic,DE,web,1,65,49,1
12895,2024-04-20,741,referral,US,ios,1,64,49,0
12896,2024-04-20,741,referral,UK,web,1,49,42,1
12897,2024-04-20,741,organic,US,web,1,45,38,0
12898,2024-04-20,741,email,CA,ios,1,46,37,0
12899,2024-04-20,741,organic,UK,ios,1,48,38,0
12900,2024-04-20,741,paid_search,UK,android,1,33,33,1
12901,2024-04-20,741,social,US,web,1,52,49,1
12902,2024-04-20,741,paid_search,US,web,1,42,37,1
12903,2024-04-20,741,organic,CA,android,1,49,41,1
12904,2024-04-20,741,social,US,web,1,50,36,1
12905,2024-04-20,741,referral,US,ios,1,44,42,1
12906,2024-04-20,741,organic,US,ios,0,40,32,0
12907,2024-04-20,741,organic,US,web,0,49,39,1
12908,2024-04-20,741,email,DE,web,1,65,55,1
12909,2024-04-20,741,organic,other,ios,1,50,40,1
12910,2024-04-20,741,organic,US,android,1,56,53,0
12911,2024-04-20,741,paid_search,AU,web,1,59,42,1
12912,2024-04-20,741,paid_search,US,web,1,50,43,0
12913,2024-04-20,741,paid_search,US,ios,1,48,46,1
12914,2024-04-20,741,organic,UK,web,0,40,41,1
12915,2024-04-20,741,paid_search,US,web,1,48,38,1
12916,2024-04-20,741,email,US,web,0,53,42,0
12917,2024-04-20,741,referral,US,android,0,44,34,0
12918,2024-04-20,741,organic,US,web,1,62,51,1
12919,2024-04-20,741,referral,UK,ios,1,43,32,1
12920,2024-04-20,741,paid_search,DE,web,0,48,41,1
12921,2024-04-20,741,organic,AU,web,1,37,40,1
12922,2024-04-20,741,referral,US,ios,1,59,49,1
12923,2024-04-20,741,organic,US,web,1,44,35,1
12924,2024-04-20,741,organic,US,ios,1,51,44,1
12925,2024-04-20,741,organic,US,web,0,56,46,1
12926,2024-04-20,741,social,US,ios,1,47,39,0
12927,2024-04-20,741,social,other,android,0,41,44,0
12928,2024-04-20,741,referral,DE,ios,0,62,45,0
12929,2024-04-20,741,paid_search,US,android,1,45,40,1
12930,2024-04-20,741,paid_search,US,android,1,55,40,0
12931,2024-04-20,741,paid_search,US,ios,1,67,43,0
12932,2024-04-20,741,organic,UK,ios,1,53,42,1
12933,2024-04-20,741,social,US,android,1,55,40,0
12934,2024-04-20,741,referral,US,android,1,74,50,1
12935,2024-04-20,741,organic,US,web,1,44,40,1
12936,2024-04-20,741,email,US,ios,0,47,40,0
12937,2024-04-20,741,paid_search,US,ios,0,42,31,0
12938,2024-04-20,741,organic,US,ios,0,45,33,0
12939,2024-04-20,741,organic,US,ios,1,47,34,1
12940,2024-04-20,741,email,US,web,1,39,34,1
12941,2024-04-20,741,social,US,ios,0,61,44,0
12942,2024-04-20,741,social,DE,web,1,44,40,1
12943,2024-04-20,741,organic,UK,ios,0,49,45,1
12944,2024-04-20,741,referral,DE,android,1,53,51,1
12945,2024-04-20,741,paid_search,US,ios,0,54,46,1
12946,2024-04-20,741,paid_search,US,android,0,51,44,1
12947,2024-04-20,741,social,US,web,1,53,50,1
12948,2024-04-20,741,organic,US,ios,1,46,39,1
12949,2024-04-20,741,paid_search,AU,ios,1,56,45,1
12950,2024-04-20,741,organic,CA,ios,1,58,48,1
12951,2024-04-20,741,organic,US,android,1,38,37,1
12952,2024-04-20,741,email,US,ios,0,46,40,0
12953,2024-04-20,741,organic,US,android,1,56,47,0
12954,2024-04-20,741,organic,US,ios,1,39,36,1
12955,2024-04-20,741,organic,US,android,0,40,43,1
12956,2024-04-20,741,paid_search,US,web,1,43,36,1
12957,2024-04-20,741,organic,US,android,1,44,42,1
12958,2024-04-20,741,social,US,web,0,52,36,1
12959,2024-04-20,741,paid_search,US,ios,1,38,33,1
12960,2024-04-20,741,paid_search,AU,web,1,48,40,1
12961,2024-04-20,741,referral,US,android,1,48,36,0
12962,2024-04-20,741,organic,US,android,1,44,38,1
12963,2024-04-20,741,organic,UK,ios,1,40,29,1
12964,2024-04-20,741,organic,US,android,1,52,42,1
12965,2024-04-20,741,referral,CA,android,0,43,39,1
12966,2024-04-20,741,paid_search,AU,android,1,53,48,1
12967,2024-04-20,741,email,US,web,1,62,47,1
12968,2024-04-20,741,organic,US,ios,0,44,35,0
12969,2024-04-20,741,paid_search,UK,web,1,69,48,1
12970,2024-04-20,741,organic,US,android,1,46,43,1
12971,2024-04-20,741,email,US,ios,1,41,34,1
12972,2024-04-20,741,paid_search,other,ios,0,20,20,0
12973,2024-04-20,741,organic,US,web,1,61,44,1
12974,2024-04-20,741,organic,US,android,1,49,57,0
12975,2024-04-20,741,paid_search,US,ios,1,62,49,1
12976,2024-04-20,741,organic,UK,web,0,38,41,1
12977,2024-04-20,741,organic,UK,web,1,47,38,1
12978,2024-04-20,741,organic,US,ios,0,56,49,1
12979,2024-04-20,741,paid_search,US,android,0,42,32,1
12980,2024-04-20,741,organic,other,web,1,49,52,0
12981,2024-04-20,741,paid_search,UK,web,1,32,36,1
12982,2024-04-20,741,paid_search,CA,web,1,64,47,1
12983,2024-04-20,741,organic,US,android,1,41,41,1
12984,2024-04-20,741,paid_search,US,android,1,42,39,0
12985,2024-04-20,741,paid_search,US,web,0,34,32,0
12986,2024-04-20,741,paid_search,UK,ios,0,50,41,1
12987,2024-04-20,741,social,UK,web,0,43,31,0
12988,2024-04-20,741,social,CA,ios,0,38,35,1
12989,2024-04-20,741,social,UK,web,0,52,32,1
12990,2024-04-20,741,organic,other,ios,0,45,44,0
12991,2024-04-20,741,email,US,web,1,47,36,1
12992,2024-04-20,741,referral,UK,ios,1,49,40,0
12993,2024-04-20,741,referral,US,web,0,55,38,1
12994,2024-04-20,741,organic,US,ios,1,54,46,1
12995,2024-04-20,741,paid_search,US,android,1,41,41,1
12996,2024-04-20,741,email,US,ios,1,44,32,1
12997,2024-04-20,741,email,US,ios,1,49,41,0
12998,2024-04-20,741,paid_search,US,android,0,50,43,1
12999,2024-04-20,741,referral,UK,android,1,58,55,1
13000,2024-04-20,741,paid_search,US,android,1,47,43,0
13001,2024-04-20,741,organic,DE,web,0,39,42,1
13002,2024-04-20,741,email,DE,android,1,59,46,1
13003,2024-04-20,741,organic,AU,web,0,52,42,1
13004,2024-04-20,741,organic,AU,ios,1,41,35,0
13005,2024-04-20,741,email,other,web,1,50,36,1
13006,2024-04-20,741,social,US,android,0,53,42,0
13007,2024-04-20,741,paid_search,DE,android,1,53,43,1
13008,2024-04-20,741,referral,US,web,0,57,43,1
13009,2024-04-20,741,organic,US,android,0,41,41,1
13010,2024-04-20,741,paid_search,US,web,1,62,45,0
13011,2024-04-20,741,organic,UK,ios,1,35,33,0
13012,2024-04-20,741,paid_search,DE,ios,1,61,46,1
13013,2024-04-20,741,organic,UK,web,1,43,33,1
13014,2024-04-20,741,social,US,ios,0,44,47,1
13015,2024-04-20,741,social,AU,ios,1,51,39,0
13016,2024-04-20,741,social,US,ios,1,52,42,1
13017,2024-04-20,741,social,other,ios,1,36,35,0
13018,2024-04-20,741,social,US,web,1,74,50,0
13019,2024-04-20,741,email,US,ios,1,42,45,1
13020,2024-04-20,741,paid_search,US,web,0,54,46,1
13021,2024-04-20,741,social,US,ios,1,46,39,1
13022,2024-04-20,741,organic,US,android,1,50,41,1
13023,2024-04-20,741,email,CA,ios,1,70,47,0
13024,2024-04-20,741,referral,US,android,1,48,34,1
13025,2024-04-20,741,organic,CA,web,1,54,45,1
13026,2024-04-21,740,referral,US,ios,1,58,44,1
13027,2024-04-21,740,paid_search,US,web,1,45,41,1
13028,2024-04-21,740,paid_search,US,web,0,48,37,1
13029,2024-04-21,740,organic,US,android,1,60,48,1
13030,2024-04-21,740,social,US,ios,0,42,36,1
13031,2024-04-21,740,paid_search,US,ios,1,36,35,0
13032,2024-04-21,740,referral,US,web,1,45,40,1
13033,2024-04-21,740,paid_search,US,ios,1,38,41,1
13034,2024-04-21,740,paid_search,US,android,1,53,42,0
13035,2024-04-21,740,paid_search,US,web,1,48,41,1
13036,2024-04-21,740,organic,CA,ios,1,43,36,0
13037,2024-04-21,740,paid_search,UK,android,0,62,46,1
13038,2024-04-21,740,email,US,ios,0,44,35,0
13039,2024-04-21,740,organic,US,ios,1,58,43,1
13040,2024-04-21,740,social,US,ios,1,50,35,1
13041,2024-04-21,740,paid_search,US,ios,1,52,44,1
13042,2024-04-21,740,organic,CA,ios,1,35,35,1
13043,2024-04-21,740,social,AU,web,1,31,29,1
13044,2024-04-21,740,paid_search,US,ios,1,51,38,1
13045,2024-04-21,740,email,US,android,1,66,50,1
13046,2024-04-21,740,paid_search,CA,web,1,54,51,1
13047,2024-04-21,740,paid_search,US,ios,0,46,37,1
13048,2024-04-21,740,email,US,ios,1,42,31,0
13049,2024-04-21,740,organic,US,ios,0,33,32,1
13050,2024-04-21,740,email,other,ios,1,59,44,0
13051,2024-04-21,740,social,US,ios,0,43,37,0
13052,2024-04-21,740,paid_search,US,android,1,65,49,1
13053,2024-04-21,740,paid_search,US,web,1,46,37,1
13054,2024-04-21,740,organic,US,android,1,46,36,1
13055,2024-04-21,740,email,US,android,0,67,50,1
13056,2024-04-21,740,social,US,web,1,35,30,1
13057,2024-04-21,740,paid_search,CA,ios,1,40,44,1
13058,2024-04-21,740,social,US,ios,1,42,42,1
13059,2024-04-21,740,referral,US,web,1,48,39,1
13060,2024-04-21,740,organic,US,android,1,62,46,1
13061,2024-04-21,740,paid_search,UK,web,1,43,37,1
13062,2024-04-21,740,referral,US,ios,1,41,35,1
13063,2024-04-21,740,referral,US,web,1,53,35,1
13064,2024-04-21,740,social,US,ios,1,54,41,1
13065,2024-04-21,740,paid_search,US,ios,0,46,40,0
13066,2024-04-21,740,paid_search,CA,android,0,48,36,1
13067,2024-04-21,740,organic,US,ios,0,56,46,1
13068,2024-04-21,740,social,US,ios,0,58,45,1
13069,2024-04-21,740,social,DE,ios,1,56,44,1
13070,2024-04-21,740,paid_search,US,ios,0,40,35,1
13071,2024-04-21,740,email,US,web,1,27,29,0
13072,2024-04-21,740,organic,US,android,1,52,42,1
13073,2024-04-21,740,paid_search,US,android,1,36,26,0
13074,2024-04-21,740,social,US,android,1,45,39,0
13075,2024-04-21,740,email,US,web,1,42,35,0
13076,2024-04-21,740,organic,CA,web,1,50,44,0
13077,2024-04-21,740,organic,US,web,1,60,40,1
13078,2024-04-21,740,paid_search,US,web,1,66,47,1
13079,2024-04-21,740,social,US,ios,1,24,28,0
13080,2024-04-21,740,organic,US,web,0,41,32,0
13081,2024-04-21,740,paid_search,UK,ios,1,58,49,1
13082,2024-04-21,740,organic,UK,web,1,41,46,1
13083,2024-04-21,740,email,US,ios,0,58,44,0
13084,2024-04-21,740,organic,US,android,0,40,32,1
13085,2024-04-21,740,organic,US,android,1,56,47,0
13086,2024-04-21,740,paid_search,US,web,1,38,39,1
13087,2024-04-21,740,organic,US,web,0,44,40,1
13088,2024-04-21,740,email,US,ios,0,41,38,0
13089,2024-04-21,740,social,other,ios,1,48,39,1
13090,2024-04-21,740,social,US,android,0,45,39,0
13091,2024-04-21,740,organic,US,web,0,58,47,1
13092,2024-04-21,740,paid_search,US,web,1,35,36,1
13093,2024-04-21,740,organic,US,web,1,43,36,1
13094,2024-04-21,740,organic,US,web,1,58,45,1
13095,2024-04-21,740,paid_search,US,web,1,45,39,1
13096,2024-04-21,740,paid_search,AU,ios,1,55,44,1
13097,2024-04-21,740,social,CA,android,0,60,47,1
13098,2024-04-21,740,paid_search,UK,android,1,47,42,1
13099,2024-04-21,740,email,US,android,1,48,31,0
13100,2024-04-21,740,paid_search,UK,web,1,58,49,1
13101,2024-04-21,740,paid_search,US,ios,0,62,48,1
13102,2024-04-21,740,organic,US,ios,1,42,40,1
13103,2024-04-21,740,social,US,web,1,56,43,1
13104,2024-04-21,740,referral,CA,web,1,60,45,1
13105,2024-04-21,740,email,US,web,1,34,31,1
13106,2024-04-21,740,organic,UK,android,1,53,38,0
13107,2024-04-21,740,organic,US,web,1,36,39,0
13108,2024-04-21,740,email,UK,ios,1,56,40,0
13109,2024-04-21,740,paid_search,US,ios,1,54,44,1
13110,2024-04-21,740,social,US,web,1,56,45,0
13111,2024-04-21,740,email,US,android,1,59,42,1
13112,2024-04-21,740,organic,CA,web,1,54,42,1
13113,2024-04-21,740,organic,US,web,1,51,37,1
13114,2024-04-21,740,referral,US,ios,0,47,33,1
13115,2024-04-21,740,social,US,android,1,64,44,0
13116,2024-04-21,740,paid_search,other,web,1,42,41,0
13117,2024-04-21,740,email,US,web,0,34,36,1
13118,2024-04-21,740,social,US,web,1,48,41,0
13119,2024-04-21,740,organic,US,ios,1,56,41,1
13120,2024-04-21,740,organic,UK,ios,1,67,46,1
13121,2024-04-21,740,referral,US,web,1,36,43,1
13122,2024-04-21,740,email,US,ios,1,77,53,0
13123,2024-04-21,740,organic,US,android,0,36,35,1
13124,2024-04-21,740,organic,US,android,1,61,52,1
13125,2024-04-21,740,organic,US,ios,0,54,41,1
13126,2024-04-21,740,organic,US,android,1,56,40,1
13127,2024-04-21,740,organic,US,ios,0,45,36,1
13128,2024-04-21,740,email,US,web,1,39,30,1
13129,2024-04-21,740,organic,US,ios,0,36,39,1
13130,2024-04-21,740,organic,US,android,1,57,48,1
13131,2024-04-21,740,email,US,ios,1,52,48,1
13132,2024-04-21,740,organic,US,ios,0,65,57,0
13133,2024-04-21,740,organic,US,android,1,53,39,0
13134,2024-04-21,740,paid_search,US,ios,1,58,49,1
13135,2024-04-21,740,organic,US,web,1,53,45,0
13136,2024-04-21,740,paid_search,US,android,1,68,49,0
13137,2024-04-21,740,paid_search,AU,android,0,44,46,1
13138,2024-04-21,740,paid_search,US,android,0,45,35,0
13139,2024-04-21,740,organic,US,web,1,58,49,1
13140,2024-04-21,740,referral,US,android,1,56,48,1
13141,2024-04-21,740,paid_search,US,ios,1,52,42,1
13142,2024-04-21,740,email,UK,web,1,45,40,1
13143,2024-04-21,740,referral,US,android,1,51,40,0
13144,2024-04-21,740,organic,US,web,1,50,44,1
13145,2024-04-21,740,referral,DE,ios,1,65,53,1
13146,2024-04-21,740,organic,US,android,1,52,38,1
13147,2024-04-21,740,organic,AU,android,0,47,40,0
13148,2024-04-21,740,organic,US,android,1,58,48,1
13149,2024-04-21,740,referral,US,ios,0,53,40,1
13150,2024-04-21,740,paid_search,US,android,0,66,49,0
13151,2024-04-21,740,organic,US,ios,1,57,48,1
13152,2024-04-21,740,referral,US,ios,1,51,40,1
13153,2024-04-21,740,email,AU,web,0,28,29,0
13154,2024-04-21,740,email,US,android,0,66,49,0
13155,2024-04-21,740,email,US,ios,1,39,39,1
13156,2024-04-21,740,organic,US,web,1,58,40,1
13157,2024-04-21,740,paid_search,US,ios,0,41,45,1
13158,2024-04-22,739,organic,US,ios,0,58,49,1
13159,2024-04-22,739,social,UK,web,0,47,36,1
13160,2024-04-22,739,email,US,ios,0,41,31,0
13161,2024-04-22,739,email,US,android,1,53,42,1
13162,2024-04-22,739,social,US,web,1,46,46,1
13163,2024-04-22,739,social,US,ios,1,54,37,0
13164,2024-04-22,739,referral,UK,web,0,40,36,0
13165,2024-04-22,739,paid_search,US,web,0,41,34,1
13166,2024-04-22,739,paid_search,CA,ios,1,38,35,1
13167,2024-04-22,739,referral,US,ios,1,61,55,1
13168,2024-04-22,739,paid_search,CA,ios,0,46,38,0
13169,2024-04-22,739,paid_search,US,ios,1,51,40,0
13170,2024-04-22,739,referral,DE,ios,1,54,41,1
13171,2024-04-22,739,referral,US,web,1,42,34,1
13172,2024-04-22,739,social,DE,web,1,40,37,1
13173,2024-04-22,739,paid_search,US,web,1,44,39,0
13174,2024-04-22,739,paid_search,AU,android,1,57,43,1
13175,2024-04-22,739,organic,US,ios,0,35,32,1
13176,2024-04-22,739,organic,US,android,0,55,45,0
13177,2024-04-22,739,organic,US,ios,1,60,47,0
13178,2024-04-22,739,organic,US,web,0,50,33,1
13179,2024-04-22,739,social,US,ios,1,75,54,1
13180,2024-04-22,739,social,US,web,0,37,35,1
13181,2024-04-22,739,organic,other,ios,1,54,43,1
13182,2024-04-22,739,organic,US,web,0,51,41,1
13183,2024-04-22,739,paid_search,US,web,1,62,44,1
13184,2024-04-22,739,paid_search,US,ios,0,44,43,1
13185,2024-04-22,739,referral,DE,web,0,62,45,1
13186,2024-04-22,739,organic,US,web,1,65,54,1
13187,2024-04-22,739,organic,CA,web,1,52,38,1
13188,2024-04-22,739,referral,US,web,1,66,47,1
13189,2024-04-22,739,paid_search,UK,android,0,37,33,1
13190,2024-04-22,739,organic,UK,web,1,56,43,1
13191,2024-04-22,739,paid_search,US,android,1,66,51,0
13192,2024-04-22,739,email,CA,web,0,64,46,1
13193,2024-04-22,739,email,DE,web,0,65,46,1
13194,2024-04-22,739,paid_search,US,web,1,67,47,1
13195,2024-04-22,739,organic,US,android,1,52,38,1
13196,2024-04-22,739,organic,US,android,0,49,42,0
13197,2024-04-22,739,organic,US,ios,1,72,55,0
13198,2024-04-22,739,referral,US,ios,1,44,32,0
13199,2024-04-22,739,referral,US,android,1,37,33,1
13200,2024-04-22,739,email,US,web,1,40,38,0
13201,2024-04-22,739,paid_search,CA,web,0,59,47,0
13202,2024-04-22,739,paid_search,US,ios,0,61,48,1
13203,2024-04-22,739,organic,US,android,0,39,36,1
13204,2024-04-22,739,paid_search,US,ios,1,69,51,0
13205,2024-04-22,739,social,US,web,1,50,44,1
13206,2024-04-22,739,organic,CA,ios,1,39,36,1
13207,2024-04-22,739,referral,UK,ios,1,57,42,0
13208,2024-04-22,739,social,US,web,0,44,38,1
13209,2024-04-22,739,organic,AU,web,1,46,49,1
13210,2024-04-22,739,organic,US,ios,0,50,41,0
13211,2024-04-22,739,email,US,ios,0,44,45,0
13212,2024-04-22,739,organic,DE,web,1,50,40,1
13213,2024-04-22,739,paid_search,US,web,0,43,42,0
13214,2024-04-22,739,paid_search,US,ios,0,45,40,1
13215,2024-04-22,739,paid_search,US,web,0,41,36,1
13216,2024-04-22,739,paid_search,US,android,1,66,49,0
13217,2024-04-22,739,paid_search,US,android,0,67,41,1
13218,2024-04-22,739,organic,US,ios,1,60,47,1
13219,2024-04-22,739,organic,US,android,1,53,44,1
13220,2024-04-22,739,referral,US,ios,1,55,41,1
13221,2024-04-22,739,referral,US,android,1,44,48,1
13222,2024-04-22,739,email,DE,web,1,66,51,1
13223,2024-04-22,739,social,US,android,1,54,45,1
13224,2024-04-22,739,organic,AU,ios,1,45,42,1
13225,2024-04-22,739,referral,US,web,1,32,35,1
13226,2024-04-22,739,email,US,ios,1,36,32,0
13227,2024-04-22,739,organic,US,ios,0,34,33,1
13228,2024-04-22,739,paid_search,UK,android,0,63,38,1
13229,2024-04-22,739,paid_search,US,ios,1,39,41,0
13230,2024-04-22,739,paid_search,US,web,1,58,46,1
13231,2024-04-22,739,paid_search,US,android,1,54,42,0
13232,2024-04-22,739,email,US,web,0,38,35,1
13233,2024-04-22,739,email,CA,web,0,50,40,1
13234,2024-04-22,739,organic,US,web,0,61,48,0
13235,2024-04-22,739,social,US,web,0,51,41,1
13236,2024-04-22,739,organic,US,ios,0,46,42,1
13237,2024-04-22,739,organic,US,web,1,58,51,0
13238,2024-04-22,739,paid_search,US,web,1,43,41,1
13239,2024-04-22,739,email,US,web,1,60,53,1
13240,2024-04-22,739,paid_search,US,android,1,52,50,0
13241,2024-04-22,739,paid_search,US,web,1,50,36,1
13242,2024-04-22,739,social,US,web,1,37,37,1
13243,2024-04-22,739,paid_search,UK,android,1,69,55,0
13244,2024-04-22,739,social,US,android,1,56,39,1
13245,2024-04-22,739,paid_search,US,ios,0,38,39,1
13246,2024-04-22,739,organic,US,ios,0,51,36,1
13247,2024-04-22,739,paid_search,DE,ios,0,46,36,1
13248,2024-04-22,739,organic,US,ios,0,42,43,1
13249,2024-04-22,739,organic,US,ios,1,59,45,0
13250,2024-04-22,739,paid_search,US,ios,0,51,54,1
13251,2024-04-22,739,email,US,android,1,63,48,0
13252,2024-04-22,739,paid_search,US,web,0,36,34,0
13253,2024-04-22,739,referral,CA,web,0,31,35,1
13254,2024-04-22,739,organic,US,web,1,46,46,1
13255,2024-04-22,739,paid_search,US,web,0,54,40,1
13256,2024-04-22,739,organic,CA,web,0,41,32,1
13257,2024-04-22,739,paid_search,DE,ios,0,33,31,1
13258,2024-04-22,739,social,CA,web,1,62,45,1
13259,2024-04-22,739,organic,US,ios,1,53,53,1
13260,2024-04-22,739,organic,US,web,0,40,35,0
13261,2024-04-22,739,organic,US,web,1,49,42,1
13262,2024-04-22,739,organic,AU,ios,1,44,40,0
13263,2024-04-22,739,social,US,android,1,68,55,1
13264,2024-04-22,739,paid_search,US,ios,0,62,44,1
13265,2024-04-22,739,email,other,android,1,44,39,1
13266,2024-04-22,739,organic,CA,web,1,46,34,1
13267,2024-04-22,739,email,UK,web,1,66,52,1
13268,2024-04-22,739,referral,US,android,0,53,39,1
13269,2024-04-22,739,social,UK,android,1,63,42,1
13270,2024-04-22,739,social,DE,ios,1,51,45,0
13271,2024-04-22,739,organic,AU,web,0,42,33,1
13272,2024-04-22,739,social,UK,android,1,56,43,1
13273,2024-04-22,739,organic,US,android,1,48,42,0
13274,2024-04-22,739,organic,other,ios,1,46,34,1
13275,2024-04-22,739,organic,CA,web,1,63,49,1
13276,2024-04-22,739,paid_search,US,web,1,44,34,0
13277,2024-04-22,739,organic,DE,android,1,50,39,1
13278,2024-04-22,739,referral,CA,web,1,70,43,1
13279,2024-04-22,739,social,UK,web,1,53,37,0
13280,2024-04-22,739,social,US,android,0,44,34,0
13281,2024-04-22,739,social,AU,ios,0,43,36,1
13282,2024-04-22,739,organic,US,android,0,43,42,0
13283,2024-04-22,739,paid_search,CA,ios,1,70,53,1
13284,2024-04-22,739,social,DE,ios,1,51,42,1
13285,2024-04-22,739,paid_search,UK,web,1,65,42,1
13286,2024-04-22,739,paid_search,US,web,1,57,44,1
13287,2024-04-22,739,organic,DE,ios,1,50,40,1
13288,2024-04-22,739,paid_search,DE,android,0,41,40,1
13289,2024-04-22,739,paid_search,UK,ios,0,47,46,1
13290,2024-04-22,739,organic,other,web,1,71,46,1
13291,2024-04-22,739,organic,US,web,1,52,38,1
13292,2024-04-22,739,paid_search,US,web,0,17,20,0
13293,2024-04-22,739,organic,other,ios,0,66,57,1
13294,2024-04-22,739,paid_search,AU,web,1,43,35,1
13295,2024-04-22,739,organic,US,web,1,50,46,1
13296,2024-04-22,739,organic,US,ios,1,46,32,1
13297,2024-04-22,739,referral,US,ios,1,64,46,1
13298,2024-04-22,739,referral,US,web,1,76,60,1
13299,2024-04-22,739,organic,US,ios,1,48,36,1
13300,2024-04-22,739,organic,UK,web,1,53,44,1
13301,2024-04-22,739,paid_search,US,android,1,55,45,1
13302,2024-04-23,738,organic,CA,android,1,59,49,1
13303,2024-04-23,738,paid_search,US,web,1,40,40,1
13304,2024-04-23,738,email,US,web,1,45,40,1
13305,2024-04-23,738,social,US,android,1,32,34,0
13306,2024-04-23,738,organic,US,web,0,31,26,0
13307,2024-04-23,738,paid_search,UK,ios,1,54,43,1
13308,2024-04-23,738,organic,US,web,1,47,33,0
13309,2024-04-23,738,social,US,android,1,60,47,1
13310,2024-04-23,738,paid_search,US,ios,1,50,39,1
13311,2024-04-23,738,referral,US,web,1,46,40,1
13312,2024-04-23,738,social,UK,web,1,58,49,0
13313,2024-04-23,738,paid_search,US,android,1,58,38,0
13314,2024-04-23,738,paid_search,US,android,1,59,43,1
13315,2024-04-23,738,organic,other,android,1,39,39,1
13316,2024-04-23,738,paid_search,US,android,1,38,30,1
13317,2024-04-23,738,email,US,web,1,50,36,1
13318,2024-04-23,738,social,US,web,0,33,36,0
13319,2024-04-23,738,paid_search,AU,web,1,64,46,1
13320,2024-04-23,738,paid_search,US,web,1,61,40,1
13321,2024-04-23,738,social,US,web,1,44,41,1
13322,2024-04-23,738,email,US,web,0,39,34,1
13323,2024-04-23,738,paid_search,US,ios,0,52,34,0
13324,2024-04-23,738,social,US,android,1,55,41,0
13325,2024-04-23,738,email,AU,web,1,79,52,1
13326,2024-04-23,738,paid_search,US,android,0,47,34,1
